Column Header,Row header,Row name,CATEGORY,TEMPLATE,FREQUENCY,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG,ACTUAL_FORECAST
Malaysia HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_SA.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Saudi Arabia,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_AE.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,United Arab Emirates,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_US.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,United States,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_KR.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,South Korea,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_TH.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Thailand,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_ID.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Indonesia,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,Kuwait,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_KW.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Kuwait Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Kuwait,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_CN.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,China,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,Qatar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_QA.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Qatar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Qatar,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_OTHERS.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,All Others,Actual
Malaysia HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_MY_TOTAL.IMPORTS.MONTHLY,IHS Malaysia HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,MALAYSIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Malaysia,MY,Imports,Total,Actual
Singapore HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_CN.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,China,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_TH.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Thailand,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_VN.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Vietnam,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Australia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_AU.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Australia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Australia,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_MY.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Malaysia,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_ID.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Indonesia,Actual
Singapore HDPE (Thousand Metric Tons),Destination,New Zealand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_NZ.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades New Zealand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,New Zealand,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Philippines,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_PH.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Philippines Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Philippines,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_TW.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Taiwan,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Burma (Myanmar),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_MM.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Burma (Myanmar) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Burma (Myanmar),Actual
Singapore HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_OTHERS.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,All Others,Actual
Singapore HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_TOTAL.EXPORTS.MONTHLY,IHS Singapore HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Exports,Total,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_MY.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Malaysia,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_SA.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Saudi Arabia,Actual
Singapore HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_CN.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,China,Actual
Singapore HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_US.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,United States,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_JP.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Japan,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_TH.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Thailand,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Mexico,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_MX.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Mexico Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Mexico,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Italy,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_IT.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Italy Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Italy,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Belgium,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_BE.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Belgium Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Belgium,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Netherlands,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_NL.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Netherlands Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Netherlands,Actual
Singapore HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_OTHERS.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,All Others,Actual
Singapore HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SG_TOTAL.IMPORTS.MONTHLY,IHS Singapore HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SINGAPORE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Singapore,SG,Imports,Total,Actual
Thailand HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_CN.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,China,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_JP.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Japan,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_VN.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Vietnam,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Australia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_AU.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Australia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Australia,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_MY.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Malaysia,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_ID.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Indonesia,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Russia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_RU.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Russia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Russia,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Philippines,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_PH.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Philippines Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Philippines,Actual
Thailand HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_IN.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,India,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Burma (Myanmar),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_MM.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Burma (Myanmar) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Burma (Myanmar),Actual
Thailand HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_OTHERS.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,All Others,Actual
Thailand HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_TOTAL.EXPORTS.MONTHLY,IHS Thailand HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Exports,Total,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_MY.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Malaysia,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_SA.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Saudi Arabia,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_SG.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Singapore,Actual
Thailand HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_US.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,United States,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_JP.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Japan,Actual
Thailand HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_AE.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,United Arab Emirates,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_TW.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Taiwan,Actual
