Column Header,Row header,Row name,CATEGORY,TEMPLATE,FREQUENCY,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG,ACTUAL_FORECAST
Kuwait HDPE (Thousand Metric Tons),Origin,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_IN.IMPORTS.MONTHLY,IHS Kuwait HDPE Import Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Imports,India,Actual
Qatar HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_CN.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,China,Actual
Qatar HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_IN.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,India,Actual
Qatar HDPE (Thousand Metric Tons),Destination,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_EU.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,EU15 (External Trade),Actual
Qatar HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_TR.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,Turkey,Actual
Qatar HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_MY.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,Malaysia,Actual
Qatar HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_TH.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,Thailand,Actual
Qatar HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_ID.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,Indonesia,Actual
Qatar HDPE (Thousand Metric Tons),Destination,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_KR.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,South Korea,Actual
Qatar HDPE (Thousand Metric Tons),Destination,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_QA_SG.EXPORTS.MONTHLY,IHS Qatar HDPE Export Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,QATAR,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Qatar,QA,Exports,Singapore,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_CN.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,China,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_IN.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,India,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_EU.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,EU15 (External Trade),Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_TR.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Turkey,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_MY.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Malaysia,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_TH.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Thailand,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_ID.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Indonesia,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_SG.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Singapore,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_JP.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,Japan,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_KR.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,South Korea,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Destination,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_US.EXPORTS.MONTHLY,IHS Saudi Arabia HDPE Export Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Exports,United States,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_KR.IMPORTS.MONTHLY,IHS Saudi Arabia HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Imports,South Korea,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Origin,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_EU.IMPORTS.MONTHLY,IHS Saudi Arabia HDPE Import Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Imports,EU15 (External Trade),Actual
Saudi Arabia HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_CN.IMPORTS.MONTHLY,IHS Saudi Arabia HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Imports,China,Actual
Saudi Arabia HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_SA_US.IMPORTS.MONTHLY,IHS Saudi Arabia HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SAUDI ARABIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Saudi Arabia,SA,Imports,United States,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_CN.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,China,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_IN.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,India,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_EU.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,EU15 (External Trade),Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_TR.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,Turkey,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_MY.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,Malaysia,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_TH.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,Thailand,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_ID.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,Indonesia,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_JP.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,Japan,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_KR.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,South Korea,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Destination,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_US.EXPORTS.MONTHLY,IHS United Arab Emirates HDPE Export Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Exports,United States,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_KR.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,South Korea,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_EU.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,EU15 (External Trade),Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_CN.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,China,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_US.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,United States,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_TH.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,Thailand,Actual
United Arab Emirates HDPE (Thousand Metric Tons),Origin,Canada,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_AE_CA.IMPORTS.MONTHLY,IHS United Arab Emirates HDPE Import Trades Canada Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,AE,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,United Arab Emirates,AE,Imports,Canada,Actual
