Column Header,Row header,CATEGORY,TEMPLATE,FREQUENCY,ACTUAL_FORECAST,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,HUBCD,HUBDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG
Northeast Asia PP Quarterly Supply/Demand,Nameplate,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Actual,EU.CH.IHS.PP_NPC_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Supply Nameplate,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Nameplate
Northeast Asia PP Quarterly Supply/Demand,Nameplate,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_NPC_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Supply Nameplate Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Nameplate
Northeast Asia PP Quarterly Supply/Demand,Operating Rate (%),IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_OPRT_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Supply Operating Rate (%),CET,IHS,IHS,EU,Europe,SPOT,,,PCT,Percentage,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Operating Rate (%)
Northeast Asia PP Quarterly Supply/Demand,Operating Rate (%),IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_OPRT_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Supply Operating Rate (%) Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,PCT,Percentage,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Operating Rate (%)
Northeast Asia PP Quarterly Supply/Demand,Production,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_PRD_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Supply Production,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Production
Northeast Asia PP Quarterly Supply/Demand,Production,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_PRD_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Supply Production Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Production
Northeast Asia PP Quarterly Supply/Demand,Imports,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_IMP_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Supply Imports,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Imports
Northeast Asia PP Quarterly Supply/Demand,Imports,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_IMP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Supply Imports Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Imports
Northeast Asia PP Quarterly Supply/Demand,Total Supply,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_TSP_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Supply Total Supply,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Total Supply
Northeast Asia PP Quarterly Supply/Demand,Total Supply,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_TSP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Supply Total Supply Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Total Supply
Northeast Asia PP Quarterly Supply/Demand,Film & Sheet,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_FS_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Film & Sheet,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Film & Sheet
Northeast Asia PP Quarterly Supply/Demand,Film & Sheet,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_FS_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Film & Sheet Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Film & Sheet
Northeast Asia PP Quarterly Supply/Demand,Injection Molding,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_INJM_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Injection Molding,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Injection Molding
Northeast Asia PP Quarterly Supply/Demand,Injection Molding,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_INJM_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Injection Molding Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Injection Molding
Northeast Asia PP Quarterly Supply/Demand,Pipe & Extrusion,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_PE_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Pipe & Extrusion,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Pipe & Extrusion
Northeast Asia PP Quarterly Supply/Demand,Pipe & Extrusion,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_PE_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Pipe & Extrusion Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Pipe & Extrusion
Northeast Asia PP Quarterly Supply/Demand,Extrusion Coating,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_EC_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Extrusion Coating,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Extrusion Coating
Northeast Asia PP Quarterly Supply/Demand,Extrusion Coating,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_EC_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Extrusion Coating Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Extrusion Coating
Northeast Asia PP Quarterly Supply/Demand,Blow Molding,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_BM_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Blow Molding,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Blow Molding
Northeast Asia PP Quarterly Supply/Demand,Blow Molding,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_BM_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Blow Molding Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Blow Molding
Northeast Asia PP Quarterly Supply/Demand,Wire & Cable,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_WC_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Wire & Cable,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Wire & Cable
Northeast Asia PP Quarterly Supply/Demand,Wire & Cable,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_WC_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Wire & Cable Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Wire & Cable
Northeast Asia PP Quarterly Supply/Demand,Rotomolding,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_RM_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Rotomolding,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Rotomolding
Northeast Asia PP Quarterly Supply/Demand,Rotomolding,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_RM_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Rotomolding Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Rotomolding
Northeast Asia PP Quarterly Supply/Demand,Fiber,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_FIBER_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Fiber,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Fiber
Northeast Asia PP Quarterly Supply/Demand,Fiber,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_FIBER_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Fiber Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Fiber
Northeast Asia PP Quarterly Supply/Demand,Raffia,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_RAFFIA_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Raffia,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Raffia
Northeast Asia PP Quarterly Supply/Demand,Raffia,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_RAFFIA_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Raffia Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Raffia
Northeast Asia PP Quarterly Supply/Demand,Other,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_OTHER_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Other,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Other
Northeast Asia PP Quarterly Supply/Demand,Other,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_OTHER_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Other Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Other
Northeast Asia PP Quarterly Supply/Demand,Domestic Demand,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_DD_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Domestic Demand,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Domestic Demand
Northeast Asia PP Quarterly Supply/Demand,Domestic Demand,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_DD_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Domestic Demand Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Domestic Demand
Northeast Asia PP Quarterly Supply/Demand,Exports,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_EXP_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Exports,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Exports
Northeast Asia PP Quarterly Supply/Demand,Exports,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_EXP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Exports Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Exports
Northeast Asia PP Quarterly Supply/Demand,Total Demand,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_TTLDEM_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Total Demand,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Total Demand
Northeast Asia PP Quarterly Supply/Demand,Total Demand,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_TTLDEM_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Total Demand Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Demand,Total Demand
Northeast Asia PP Quarterly Supply/Demand,Inventory Change,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PP_INVCNG_NEAS.QUARTERLY,IHS Northeast Asia PP Market Quarterly Demand Inventory Change,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Inventory Change
Northeast Asia PP Quarterly Supply/Demand,Inventory Change,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PP_INVCNG_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia PP Market Quarterly Demand Inventory Change Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PP MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polypropylene,,Northeast Asia,NEAS,,,Supply,Inventory Change
Northeast Asia Polystyrene Quarterly Supply/Demand,Nameplate Capacity,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Actual,EU.CH.IHS.PS_NPC_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Supply Nameplate Capacity,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Nameplate Capacity
Northeast Asia Polystyrene Quarterly Supply/Demand,Nameplate Capacity,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_NPC_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Supply Nameplate Capacity Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Nameplate Capacity
Northeast Asia Polystyrene Quarterly Supply/Demand,Operating Rate (%),IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_OPRT_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Supply Operating Rate (%),CET,IHS,IHS,EU,Europe,SPOT,,,PCT,Percentage,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Operating Rate (%)
Northeast Asia Polystyrene Quarterly Supply/Demand,Operating Rate (%),IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_OPRT_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Supply Operating Rate (%) Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,PCT,Percentage,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Operating Rate (%)
Northeast Asia Polystyrene Quarterly Supply/Demand,Total Production,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_PRD_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Supply Total Production,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Total Production
Northeast Asia Polystyrene Quarterly Supply/Demand,Total Production,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_PRD_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Supply Total Production Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Total Production
Northeast Asia Polystyrene Quarterly Supply/Demand,Imports,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_IMP_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Supply Imports,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Imports
Northeast Asia Polystyrene Quarterly Supply/Demand,Imports,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_IMP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Supply Imports Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Imports
Northeast Asia Polystyrene Quarterly Supply/Demand,Total Supply,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_TSP_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Supply Total Supply,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Total Supply
Northeast Asia Polystyrene Quarterly Supply/Demand,Total Supply,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_TSP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Supply Total Supply Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Supply,Total Supply
Northeast Asia Polystyrene Quarterly Supply/Demand,Packaging,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_PCKG_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Demand Packaging,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Demand,Packaging
Northeast Asia Polystyrene Quarterly Supply/Demand,Packaging,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_PCKG_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Demand Packaging Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Demand,Packaging
Northeast Asia Polystyrene Quarterly Supply/Demand,Consumer Products,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_CP_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Demand Consumer Products,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Demand,Consumer Products
Northeast Asia Polystyrene Quarterly Supply/Demand,Consumer Products,IHS_CH_SUP_DEM,IHS_CH,MONTHLY,Forecast,EU.CH.IHS.PS_CP_NEAS.QUARTERLY.FORECAST,IHS Northeast Asia Polystyrene Market Quarterly Demand Consumer Products Forecast,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,CURVE,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Demand,Consumer Products
Northeast Asia Polystyrene Quarterly Supply/Demand,Electronics / Appliances,IHS_CH_SUP_DEM,IHS_CH,QUARTERLY,Actual,EU.CH.IHS.PS_EA_NEAS.QUARTERLY,IHS Northeast Asia Polystyrene Market Quarterly Demand Electronics / Appliances,CET,IHS,IHS,EU,Europe,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,PS MARKET SUMMARY,NORTHEAST ASIA,,VOL,PACKAGING,Polystyrene,,Northeast Asia,NEAS,,,Demand,Electronics / Appliances
